state,crop_type,farm_size_ha,avg_rainfall_mm,avg_temperature_c,soil_ph,soil_type,fertilizer_kg_per_ha,pesticide_used,irrigation_used,seed_variety,yield_tonnes_per_ha
Oyo,Rice,1.21,1855.4,23.6,5.26,Loamy,86.3,No,No,Local,2.97
Osun,Yam,2.44,1744.4,23.1,6.69,Clay,188.3,Yes,No,Improved,8.81
Kebbi,Rice,1.59,646.1,27.4,4.03,Loamy,170.2,No,Yes,Improved,3.23
Katsina,Maize,3.73,652.6,29.5,5.94,Clay,205.8,No,No,Local,1.81
Enugu,Rice,2.17,2193.5,28,5.96,Loamy,135.1,No,No,Local,2.77
Kano,Rice,0.6,665.9,30.8,6.56,Sandy,103.6,Yes,No,Improved,3.89
Kebbi,Rice,0.96,701.3,27.4,6.2,Loamy,174.3,No,No,Local,2.53
Gombe,Maize,2.09,819.1,31.7,5.91,Sandy,149.7,No,No,Improved,2.05
Ekiti,Rice,0.93,1670.3,29.8,7.53,Sandy,29.7,Yes,No,Local,3.03
Benue,Sorghum,1.05,1202.5,30.2,5.56,Sandy,54.6,Yes,No,Improved,2.12
Borno,Cassava,1.06,662.2,29.3,5.34,Loamy,0.8,No,No,Improved,8.33
Plateau,Sorghum,3.7,1309,30.6,6.52,Loamy,91.1,No,No,Local,1.19
Lagos,Rice,7.98,2156.3,29.7,5.48,Loamy,95.9,Yes,No,Local,3.46
Anambra,Sorghum,2.88,2097.2,28.2,7.4,Clay,9.8,No,No,Local,1.14
Lagos,Sorghum,2.72,2111.9,28,5.82,Clay,73.4,No,No,Improved,1.2
Sokoto,Yam,1.44,434.2,30.3,6.96,Loamy,151,Yes,No,Improved,7.19
Akwa Ibom,Rice,2.09,2328.3,27.4,5.02,Loamy,135.9,Yes,No,Improved,4.07
Gombe,Yam,1.47,703.7,33.5,6.31,Sandy,122.6,No,No,Local,5.55
FCT,Rice,0.81,1236.1,31.8,5.93,Clay,111.8,Yes,No,Local,3.07
Bayelsa,Cassava,3.33,1961,29.5,5.72,Loamy,84.7,Yes,No,Local,10.45
Edo,Rice,0.46,1568.3,23.5,7.5,Loamy,116.4,Yes,No,Improved,3.25
Ogun,Cassava,1.32,2417.4,23.9,5.55,Clay,44,Yes,No,Local,8.15
Delta,Maize,1.62,1553.2,27.5,4.66,Loamy,51,No,Yes,Local,1.95
Osun,Cassava,1.17,2181.2,24.7,6.51,Clay,111.7,No,No,Improved,11.8
Jigawa,Cassava,0.93,652.4,32.5,6.19,Clay,105,No,No,Local,8.87
Kwara,Rice,0.42,1405.6,28.6,6.64,Clay,132.8,No,No,Improved,3.54
Imo,Rice,0.53,1821.8,26.7,6.16,Sandy,147,No,No,Local,3.64
Benue,Yam,0.3,1242.3,28.4,6.84,Sandy,153.6,No,No,Local,6.55
Bauchi,Sorghum,3.87,842.4,31.4,6.93,Clay,97.1,No,No,Improved,1.74
Imo,Rice,0.24,1763.5,24.5,5.92,Clay,119.2,Yes,No,Improved,4.4
Lagos,Yam,2.12,2389.5,23.8,6.3,Sandy,124.7,No,No,Local,5.82
Ekiti,Maize,3.85,2483,24,6.36,Clay,133.2,No,No,Improved,2.22
Ebonyi,Maize,0.45,2077.9,24.3,6.09,Clay,167.7,No,No,Local,1.97
Zamfara,Maize,1.63,649.7,31,7.16,Sandy,188.1,No,Yes,Improved,2.78
Edo,Maize,2.64,1897,26.5,6.02,Sandy,175.4,Yes,No,Local,2.36
Katsina,Rice,0.66,416.6,34.7,6.37,Sandy,98.3,Yes,No,Local,3.21
Zamfara,Yam,3.26,619.6,31,6.18,Loamy,103,Yes,No,Local,7.96
Oyo,Sorghum,0.6,1789.3,23.3,6.32,Loamy,32.4,No,No,Local,1.2
Gombe,Maize,3,951.2,31,7.1,Sandy,100.5,No,No,Improved,2.68
Nasarawa,Maize,0.22,1202.5,28,5.68,Loamy,159.8,Yes,Yes,Local,3
Imo,Sorghum,1.44,1902.6,24.8,5.18,Loamy,136.1,No,No,Local,0.78
Plateau,Yam,0.58,1498.6,27.5,5.63,Clay,70.4,No,No,Local,7.84
Gombe,Maize,1.55,970.4,27.5,7.42,Clay,107.2,Yes,No,Improved,3.22
Enugu,Rice,0.49,1636.1,22,5.37,Loamy,53.7,No,No,Improved,3.48
Akwa Ibom,Cassava,0.41,2356.1,29.1,6.84,Loamy,116.4,No,No,Local,8.61
Akwa Ibom,Rice,0.72,1979.1,24,6.2,Clay,80,Yes,No,Local,3.64
Benue,Sorghum,2.92,1301.6,28.6,6.27,Loamy,110.9,No,No,Improved,1.11
Niger,Rice,0.62,1215,29.7,4.81,Clay,61.9,No,No,Local,2.43
Osun,Sorghum,0.6,1597.3,26.3,6.52,Clay,73.9,Yes,No,Improved,1.37
Edo,Maize,1.32,1575.3,25,5.68,Clay,167,No,No,Local,2.37
Jigawa,Maize,23.79,658.9,29.8,5.56,Sandy,180.8,No,No,Local,1.89
Borno,Maize,2.26,338,34.5,4.57,Sandy,34.7,No,Yes,Improved,2.37
Akwa Ibom,Maize,7.3,2345,24,5.71,Clay,90.7,No,No,Local,1.99
Ekiti,Cassava,0.82,1885.1,27.6,6.6,Loamy,108.9,No,No,Improved,9.1
Kwara,Maize,1.12,1396.9,27.1,5.01,Loamy,71.5,No,Yes,Local,2.63
Osun,Cassava,0.42,2011.8,23.3,5.32,Sandy,48,Yes,No,Improved,11.16
Sokoto,Yam,1.24,658.6,29,6.88,Loamy,88.6,No,No,Local,7.2
Anambra,Yam,0.83,1948,28.3,7.78,Sandy,139.6,No,Yes,Improved,7.43
Edo,Rice,0.85,1786.2,27,6.91,Loamy,108.9,No,No,Improved,3.33
Imo,Yam,0.3,2319.3,25.3,5.81,Clay,113,Yes,Yes,Local,6.86
Lagos,Rice,0.94,2406.1,24.4,6.36,Clay,95.3,No,No,Local,1.21
Zamfara,Cassava,3.09,616.7,32.2,6.43,Clay,54.8,Yes,No,Improved,8.42
Oyo,Sorghum,0.2,1976.1,23.9,5.77,Clay,77.5,No,No,Improved,1.31
Akwa Ibom,Maize,2.23,1668.1,27.8,5.97,Loamy,90.7,No,Yes,Local,2.14
Ekiti,Rice,0.85,1918.3,27.5,5.97,Loamy,53.8,Yes,No,Improved,3.07
Ekiti,Cassava,3.69,1833.6,26.8,7,Loamy,112.6,Yes,No,Improved,10.21
Kogi,Maize,1,1124.6,32,5.47,Loamy,130.1,No,No,Improved,2.99
Abia,Yam,1.9,1519.9,29.5,5.81,Loamy,105.7,No,No,Local,9.07
Kaduna,Sorghum,1.28,777.3,28.2,5.58,Sandy,97.4,Yes,Yes,Improved,1.63
Niger,Cassava,3.33,1365.3,29.5,6.21,Clay,86.6,No,No,Local,6.18
Akwa Ibom,Cassava,0.56,2131.8,23.6,5.72,Clay,17.7,Yes,Yes,Improved,11.32
Osun,Yam,0.71,2303.5,28,6.24,Loamy,128.4,No,No,Local,8.9
Cross River,Cassava,2.37,2438.1,29.2,5.05,Clay,137.6,Yes,No,Local,7.49
Ogun,Sorghum,0.67,1525,25.4,5.87,Clay,64.8,No,No,Improved,1.27
Akwa Ibom,Cassava,2.29,1898,26,5.93,Loamy,57,No,Yes,Improved,13.07
Bayelsa,Cassava,1.37,2340.2,28.5,6,Clay,82.6,Yes,No,Improved,12.35
Ogun,Cassava,0.42,2019.2,29,5.45,Loamy,142.7,Yes,Yes,Improved,6.43
Borno,Cassava,0.77,340.5,37,6.28,Sandy,98.9,No,Yes,Local,9.12
Ekiti,Rice,0.57,1852.7,22.3,6.17,Loamy,159.5,No,No,Improved,3.94
FCT,Yam,0.62,1369.8,27.3,4.82,Loamy,104.8,No,Yes,Improved,11.59
Bayelsa,Maize,1.69,1920.9,27.5,5.63,Loamy,165.2,Yes,Yes,Improved,3.39
Oyo,Rice,1,1647.4,27.3,5.81,Clay,107.7,Yes,No,Local,3.3
Oyo,Maize,0.97,1875.6,24.3,5.7,Clay,140.4,No,No,Improved,2.93
Edo,Cassava,1.43,1873.7,26.2,6.31,Sandy,71.3,Yes,No,Improved,13.62
Plateau,Maize,2.15,1017.3,26.1,4.84,Loamy,114.2,Yes,No,Local,2.01
Adamawa,Cassava,0.59,1422.9,26.9,6.36,Loamy,79.6,Yes,No,Local,10
Niger,Yam,0.79,1305,30.7,6.05,Clay,130.9,No,No,Local,6.78
Ekiti,Sorghum,0.84,1883.2,22.5,5.57,Loamy,74.1,Yes,No,Improved,1.76
Kano,Cassava,2.49,969.3,28.3,6.7,Loamy,97.3,No,No,Local,9.28
Lagos,Rice,3.88,1924.8,23.8,5.44,Loamy,138.5,Yes,No,Local,2.61
Niger,Sorghum,0.71,1047.8,27.4,5.24,Sandy,92.9,No,No,Improved,1.6
Zamfara,Cassava,1.89,651.9,28.5,5.17,Loamy,29.4,No,No,Improved,10.13
FCT,Maize,1.46,1108.9,24.4,5.72,Loamy,111.4,No,No,Local,2.34
Nasarawa,Rice,10.49,1146.2,31.6,4.89,Loamy,88.9,Yes,No,Local,2.09
Niger,Maize,3.41,1200.5,28.3,6.35,Clay,119.4,No,No,Improved,1.61
Rivers,Rice,1.5,1922.8,24.8,5.9,Loamy,26.6,Yes,No,Improved,3.13
Niger,Cassava,0.45,1372.1,25.7,5.16,Sandy,90.3,No,No,Local,8.07
Abia,Sorghum,5.3,2010.1,26.5,6.41,Sandy,67.6,No,No,Local,1.07
Cross River,Yam,0.52,1896.7,27.7,5.56,Loamy,98.1,No,No,Local,6.89
Adamawa,Yam,5.04,1375.8,24.9,5.81,Loamy,52.2,No,No,Local,6.84
Kano,Rice,0.3,602.7,27.7,5.72,Clay,92.2,No,No,Local,2.98
Bauchi,Cassava,5.83,929.7,33.6,5.94,Loamy,32.1,Yes,No,Improved,12.6
Jigawa,Rice,1.04,582.3,36.9,6.93,Sandy,9.7,Yes,No,Improved,2.62
Bauchi,Yam,7.82,783.3,27.1,6.17,Clay,65.2,Yes,No,Local,6.79
Ogun,Maize,1.92,1692.8,27.5,5.48,Loamy,118.9,No,No,Improved,2.55
Edo,Maize,3.22,2261.4,27.2,5.7,Clay,202.2,No,No,Local,1.68
Rivers,Maize,3.07,2051.5,24.8,5.81,Clay,182.2,Yes,Yes,Improved,2.98
Zamfara,Rice,4.29,973.1,30.4,5.65,Loamy,141.2,Yes,No,Improved,3.79
Oyo,Rice,2.05,2105.5,25.6,6.48,Clay,153.5,No,Yes,Improved,4.32
Sokoto,Yam,1.67,434.2,36.5,6.16,Sandy,124.4,No,No,Improved,7.72
Kwara,Rice,0.97,1386.7,24.8,5.83,Loamy,42.3,Yes,No,Improved,3.62
Ondo,Rice,0.81,1726.2,23.4,6.17,Loamy,56.9,Yes,No,Local,3.07
FCT,Yam,0.85,1276.2,25.9,5.89,Loamy,82,No,No,Local,7.64
Ogun,Cassava,0.55,2098.1,28.6,6.26,Loamy,91,No,No,Local,7.88
Osun,Sorghum,2.02,1675.7,26.1,4.5,Loamy,18.4,Yes,No,Improved,1.4
Imo,Yam,0.31,2093.2,26.4,5.53,Clay,154.4,No,No,Improved,9.15
Kwara,Cassava,2.23,1149.8,29.2,5.95,Sandy,97.4,No,No,Improved,9.44
Enugu,Yam,5.32,2212.7,23,6.11,Clay,151.6,No,No,Improved,8.7
Imo,Yam,1.86,2489.7,29.4,6.17,Loamy,110.4,No,No,Local,8.15
Ogun,Yam,0.82,2342.2,24.3,6.07,Loamy,152.3,No,No,Local,2.56
Ekiti,Maize,3.35,2224.7,22,6.76,Clay,51.6,Yes,No,Improved,2.36
Anambra,Yam,0.93,1609.1,23.7,7.32,Loamy,159.7,Yes,No,Local,6.96
Cross River,Cassava,0.34,2263.2,27.7,6.62,Clay,75.5,No,No,Local,8.71
Niger,Rice,1.99,1050.5,25.5,5.09,Loamy,131.8,No,No,Local,3
Niger,Rice,1.84,1305.9,29.9,6.3,Clay,167.2,Yes,No,Local,3.7
Katsina,Rice,0.2,471.3,33.2,5.91,Sandy,106.6,No,No,Local,2.94
Bauchi,Sorghum,1.13,964.7,29.6,6.04,Sandy,40.5,No,No,Local,1.32
Nasarawa,Rice,0.9,1328.3,31.8,6.31,Sandy,39.4,No,No,Improved,2.91
Rivers,Rice,3.87,1558.9,25.5,6.03,Loamy,105.1,No,No,Local,2.62
Adamawa,Sorghum,0.56,1330,27.4,6.49,Loamy,51.2,Yes,No,Local,1.5
Zamfara,Rice,7.47,707.3,29.5,7.46,Clay,87.9,Yes,Yes,Local,3.07
Taraba,Rice,0.88,1444.8,25.1,6.86,Clay,99.6,No,No,Local,2.48
Bauchi,Rice,0.61,951.3,28.2,5.6,Loamy,128.4,Yes,No,Local,3.57
Kaduna,Sorghum,2.69,670.3,29,5.49,Clay,54.6,Yes,No,Improved,1.89
Kaduna,Rice,1.31,612.2,34.6,4.58,Sandy,124.2,No,No,Local,2.37
Sokoto,Yam,0.2,458.3,31.4,6.92,Loamy,98.9,No,Yes,Local,7.12
Kano,Rice,0.66,689,28.6,6.45,Sandy,148.9,No,No,Improved,3.65
Borno,Cassava,9.77,476.9,37,6.83,Sandy,83.8,No,Yes,Local,9.23
Bayelsa,Rice,1.96,2095.7,27,5.99,Loamy,84.1,No,Yes,Local,2.81
Kwara,Sorghum,2.65,1387,26.8,6.11,Loamy,87.3,No,No,Local,1.33
Delta,Rice,3.05,1730.9,28.2,5.13,Loamy,156.1,Yes,No,Local,2.96
Imo,Yam,1.74,2105.8,26.8,4.92,Sandy,35.8,No,No,Local,7
Imo,Sorghum,0.82,1803.8,26.7,6.87,Clay,55.7,Yes,No,Improved,1.46
Zamfara,Yam,0.42,751.4,30.2,6.54,Sandy,72.6,No,No,Improved,10.16
Abia,Sorghum,0.64,1675.7,23,5.31,Loamy,74.6,Yes,No,Local,1.45
Kogi,Cassava,7.64,1472,28.9,5.1,Loamy,69.4,No,No,Improved,10.08
Lagos,Cassava,0.5,2317.9,26.4,5.39,Sandy,106.7,No,Yes,Local,10.16
Bauchi,Sorghum,0.94,842.2,34.2,5.08,Sandy,28.2,No,No,Local,1.22
Anambra,Cassava,3.11,1848.7,28.3,5.68,Sandy,61.9,No,No,Improved,3.22
Gombe,Cassava,1.53,758.9,27.5,6.02,Sandy,82.9,Yes,No,Local,10.14
Ekiti,Yam,2.49,1995.9,25.5,5.95,Loamy,125.4,No,No,Local,7.07
Abia,Maize,0.24,1595.7,28.1,5.88,Clay,165.8,No,No,Local,1.95
Ebonyi,Rice,1.25,2191.8,24.2,5.55,Clay,77.9,No,No,Local,2.64
Bauchi,Rice,1.85,961.7,32.9,5.29,Sandy,168.5,No,No,Local,2.53
Jigawa,Cassava,1.35,699.2,32.5,6.26,Sandy,99.6,No,No,Local,10.22
Enugu,Yam,2.02,2226.5,22.4,6.12,Clay,169.2,No,No,Improved,7.85
Yobe,Sorghum,3.03,514,34.6,5.98,Loamy,32,No,No,Local,1.19
Kebbi,Maize,15.27,794.3,26,5.04,Sandy,70.1,Yes,No,Improved,2.81
Ondo,Yam,0.53,1699.3,28,5.44,Loamy,150.5,Yes,No,Improved,11.82
Gombe,Yam,2.67,865.3,33.5,5.22,Loamy,102,No,No,Local,7.28
Kaduna,Maize,2.09,783.1,30.3,6.9,Sandy,125.2,No,No,Improved,2.67
Ekiti,Yam,0.93,1790,26.5,6.23,Clay,148.2,No,Yes,Local,9.4
Abia,Maize,3.05,2081,27.3,5.28,Clay,120.6,No,No,Improved,2.48
Kwara,Rice,0.62,1407.3,31.1,5.92,Loamy,115.2,Yes,Yes,Improved,5.63
Jigawa,Sorghum,3.51,386.3,33.4,5.61,Sandy,46.7,Yes,No,Improved,1.58
Bauchi,Yam,2.27,706.7,32.1,7.27,Loamy,99.3,No,No,Improved,9.26
Ebonyi,Yam,1.29,2054.9,30,6.28,Clay,23.1,Yes,No,Improved,9.39
Bayelsa,Cassava,0.63,2387.5,25.5,5.03,Loamy,119.4,No,No,Local,8.85
Osun,Yam,3.51,2328.5,24.3,5.54,Clay,117.7,No,No,Local,4.3
Enugu,Sorghum,1,1922.4,24.2,5.74,Sandy,33.2,No,No,Local,1.13
Kano,Sorghum,1.92,722.3,32.5,5.76,Sandy,55.1,No,No,Local,1.72
Kano,Rice,1.38,952.7,28.9,6.34,Loamy,60.9,Yes,No,Local,3.04
Kano,Maize,2.98,893,30.4,5.75,Loamy,91.6,Yes,No,Improved,1.75
Kebbi,Rice,0.91,896.5,29.6,6.3,Clay,157.7,Yes,No,Local,2.92
Oyo,Cassava,0.68,2124.3,29.7,6.15,Loamy,70.1,Yes,No,Local,9.06
Akwa Ibom,Cassava,2.5,2124.5,29.5,5.49,Sandy,29.2,No,No,Local,8.55
Nasarawa,Yam,0.41,1058.1,27,6.12,Loamy,204.4,No,Yes,Local,7.32
Bayelsa,Sorghum,3.92,2259,24.2,6.28,Sandy,85,Yes,No,Local,1.23
Taraba,Cassava,0.2,1198.8,24.6,5.63,Sandy,131.2,No,No,Improved,10.08
Ebonyi,Sorghum,3.2,1686.5,27.4,6.81,Loamy,44.8,No,No,Improved,1.36
Edo,Sorghum,10.54,1685.9,23.4,5.58,Loamy,39,No,Yes,Improved,0.92
Zamfara,Cassava,0.51,822.2,27.4,6.34,Clay,91,Yes,Yes,Improved,15.19
Plateau,Cassava,0.57,1036,27,5.27,Loamy,55.8,Yes,No,Local,9.12
Kano,Cassava,0.54,852.7,26.9,6.16,Loamy,28,No,No,Improved,8.32
Kano,Yam,2.5,837.6,27.4,5.53,Loamy,79.7,Yes,Yes,Local,11.4
Nasarawa,Yam,2.72,1472.7,27.5,4.92,Loamy,92.7,No,No,Improved,8.21
Lagos,Sorghum,0.78,2153.5,27.6,7.01,Clay,90.3,No,Yes,Local,1.33
Yobe,Sorghum,0.29,476.2,28.7,5.98,Sandy,42.1,No,No,Local,1.65
Niger,Cassava,0.55,1195.7,30.5,5.97,Clay,136.4,Yes,No,Local,8.06
FCT,Yam,2.58,1084.4,30.3,6.05,Loamy,61.3,No,No,Local,7.98
Bayelsa,Sorghum,0.22,1773,25.1,5.55,Clay,22.2,No,No,Local,0.95
Bauchi,Maize,0.61,693.6,32,5.68,Clay,82.7,Yes,No,Improved,2.72
Nasarawa,Cassava,0.55,1404.2,30.5,5.63,Sandy,158.2,No,No,Local,8.07
Cross River,Rice,2.79,1946.1,27.6,5.33,Clay,95.2,No,No,Local,2.86
Bayelsa,Yam,1.24,1938.5,27,5.09,Sandy,89.3,No,No,Improved,9.39
Kano,Yam,2.04,751.7,30,7.07,Clay,159.1,No,No,Improved,7.63
Bauchi,Sorghum,4.21,630.4,29.7,5.84,Clay,28.6,Yes,No,Improved,1.6
Akwa Ibom,Sorghum,1.79,2329.5,22.2,6.66,Loamy,32.9,No,No,Local,0.99
Plateau,Rice,4.28,1030.7,28.1,5.74,Loamy,139.6,Yes,Yes,Local,3.59
Benue,Maize,1.95,1272.3,31.4,6.58,Sandy,114.7,No,No,Local,2.08
Jigawa,Maize,0.7,313.3,32.7,6.16,Sandy,161.6,Yes,No,Local,1.95
Delta,Rice,0.85,2198.6,23.4,6.28,Loamy,83.5,No,No,Local,3.19
Rivers,Cassava,1.49,2107.9,28.5,5.48,Clay,126.4,No,Yes,Improved,13.21
Oyo,Sorghum,1.47,2317.4,26.5,5.75,Sandy,62,Yes,No,Improved,1.63
Lagos,Rice,3.03,2174.7,25.2,5.51,Clay,84.1,Yes,No,Improved,4.01
Lagos,Rice,1.82,1505.6,27.7,6.27,Sandy,87.5,No,Yes,Local,2.33
Katsina,Maize,1.56,415.3,35.2,6.83,Loamy,139.3,No,No,Improved,2.58
Bauchi,Sorghum,1.34,872,34.1,6.5,Clay,76.9,Yes,No,Improved,2.06
Plateau,Yam,0.87,1469.9,25.8,6.18,Clay,104.4,No,No,Improved,11.49
Benue,Sorghum,8.97,1425.4,25.3,6.13,Loamy,0,No,No,Local,1.16
Anambra,Rice,2.34,1931.5,27.7,6.95,Clay,94.5,No,No,Improved,2.83
Zamfara,Rice,3.63,918.7,34.8,7.13,Sandy,113.5,Yes,No,Local,2.4
Yobe,Rice,0.36,429.6,31.3,5.93,Sandy,108.5,No,No,Improved,2.86
Osun,Sorghum,0.56,2333.8,26,6.47,Clay,36.1,Yes,No,Local,1.29
Zamfara,Cassava,4.69,627.5,31.8,5.63,Sandy,128,Yes,Yes,Local,12.28
Borno,Rice,2.68,618.4,33.4,5.89,Sandy,97.5,No,No,Improved,3.3
Ogun,Yam,3.32,1821.7,23.3,6.39,Sandy,56.4,Yes,No,Local,8.07
Abia,Rice,1.65,2180.5,29.9,5.96,Loamy,138,No,No,Improved,3.47
Anambra,Maize,16.71,1668.1,26.4,6.23,Clay,74.1,Yes,No,Improved,2.91
Jigawa,Maize,0.99,358.4,31.3,6.57,Loamy,88.7,No,No,Improved,2.44
Oyo,Sorghum,2.08,2132.2,29.2,6.06,Clay,6.2,No,No,Local,0.94
Enugu,Maize,0.48,1898.7,25.9,6.14,Clay,101.3,No,No,Improved,2.6
Imo,Rice,3.36,2329.8,28.6,6.12,Clay,116.7,Yes,No,Local,3.16
Osun,Sorghum,2.65,1708.9,26.5,7.06,Clay,49.2,Yes,No,Local,1
Kwara,Sorghum,0.73,1244.8,26.2,5.81,Clay,8.6,Yes,No,Local,0.99
Bauchi,Rice,2.98,813.7,29.8,5.82,Loamy,120.6,Yes,No,Improved,1.25
Ondo,Rice,1.93,1572.4,29.1,5.24,Clay,175.3,No,Yes,Local,2.83
Nasarawa,Yam,1.33,1044,29.6,6.21,Loamy,61,Yes,No,Local,8.49
Kaduna,Yam,0.2,611.9,28.7,7.27,Clay,150.4,No,No,Improved,8.65
Imo,Maize,2.07,1990.6,29.1,6.54,Loamy,150.9,No,No,Local,2.03
Bauchi,Cassava,0.63,997.9,29.4,5.59,Clay,46.8,No,No,Improved,10.22
Oyo,Maize,6.17,2495.7,28.3,6,Loamy,176.3,No,Yes,Local,2.39
Borno,Sorghum,1.05,319.4,35.7,5.41,Sandy,63.7,No,No,Local,1.31
Nasarawa,Maize,1.44,1098.6,29.4,6.09,Sandy,133.3,No,No,Local,2.32
Akwa Ibom,Yam,2.35,1819.4,27.5,6.17,Sandy,136.7,Yes,Yes,Improved,11.35
Oyo,Maize,1.98,1755.5,27.7,4.85,Sandy,124.9,Yes,No,Local,2.47
Kano,Maize,0.56,702.2,32.1,6.39,Clay,155.2,No,Yes,Local,2.35
Kebbi,Yam,2.06,928.6,29.8,6.57,Loamy,43.6,No,No,Local,4.98
Sokoto,Rice,2.94,539.1,31.2,7.07,Loamy,172.5,No,No,Local,2.53
Kwara,Cassava,3.65,1402.2,28.2,4.91,Loamy,57.6,Yes,Yes,Local,8.84
Kwara,Maize,1.18,1414.2,30.5,5.76,Loamy,178.7,Yes,No,Improved,2.8
Kebbi,Sorghum,1.45,674.8,27.9,5.81,Loamy,71.3,Yes,No,Improved,2.29
Taraba,Cassava,1.44,1274,29.3,5.22,Loamy,49.5,No,No,Improved,11.7
Taraba,Rice,1.68,1389.2,25.1,5.47,Loamy,112.4,No,No,Improved,3.74
Ebonyi,Maize,7.75,1578.4,26.1,6.33,Clay,167.3,No,No,Local,2.26
Imo,Rice,0.69,2358.7,25.8,5.91,Clay,102.5,No,No,Improved,3.93
Delta,Yam,1.14,2204.5,23.9,5.16,Clay,117.6,No,No,Local,6.55
Bayelsa,Yam,0.79,2429,23.1,5.99,Sandy,83.4,Yes,No,Local,7.8
Ogun,Rice,4.06,1747.3,22.5,4.78,Clay,121.7,No,No,Local,2.49
Bauchi,Yam,4.55,646.2,26.1,5.11,Sandy,85.3,No,No,Local,8.05
Imo,Maize,2.95,2086,30,5.71,Clay,89.3,No,No,Local,1.89
Benue,Rice,1.89,1139,26.9,5.19,Loamy,30.3,Yes,No,Improved,3.33
Kano,Maize,2.69,850.9,28.6,6.72,Loamy,190.4,No,No,Improved,2.67
Bauchi,Sorghum,1.8,629.6,29.8,6.21,Clay,107.5,No,No,Local,1.24
Zamfara,Cassava,1.58,706.5,27.8,7.06,Loamy,74.2,Yes,Yes,Improved,13.17
Taraba,Cassava,1.07,1044.1,28.1,5.91,Sandy,81.3,No,Yes,Local,11.44
Kano,Rice,0.49,926,29,6.61,Loamy,73,No,No,Improved,3.94
Osun,Cassava,3.21,1518.9,27.7,6.34,Loamy,124.6,No,No,Improved,11.16
Delta,Maize,2.63,1964.4,25.1,6.31,Clay,124.7,No,No,Improved,2.23
Plateau,Yam,2.14,1368.1,26.3,6.84,Loamy,193.9,Yes,No,Improved,9.96
Ekiti,Cassava,2.7,1681.3,25.1,7.43,Clay,80.9,No,No,Improved,8.61
Borno,Yam,2.02,359.8,34.2,5.11,Loamy,78.5,No,No,Local,6.44
Edo,Rice,2.11,1763.3,29.9,5.95,Clay,116.2,No,No,Local,2.77
Yobe,Rice,2.87,397.4,29.9,4.64,Sandy,165.6,No,No,Improved,3.29
Ondo,Cassava,2.59,1769.2,27,6.03,Loamy,101,Yes,Yes,Improved,10.78
Kaduna,Maize,0.92,986.8,30.9,6.24,Clay,107.2,No,No,Local,1.68
Plateau,Maize,1.99,1422.6,31.8,6.81,Sandy,116,Yes,No,Local,2.19
Kogi,Yam,4.05,1293.6,31,6.81,Loamy,66.9,No,No,Local,7.2
Zamfara,Rice,2.04,862.4,28.4,5.22,Loamy,144.4,No,No,Local,2.8
Zamfara,Yam,3.08,936.8,31.8,6.15,Sandy,12,Yes,No,Local,6.78
Osun,Cassava,1.06,1810.5,27,6.81,Clay,126.9,No,No,Local,8.51
Cross River,Cassava,3.02,2467.6,24.4,5.96,Loamy,59.8,Yes,No,Local,9.53
Borno,Cassava,1.47,460,30.8,6.26,Loamy,99.5,No,No,Improved,4.69
Enugu,Cassava,0.21,1652.5,25.4,6.2,Clay,97.2,No,No,Improved,13.67
Ekiti,Cassava,2.5,1603.2,23.8,6.09,Sandy,192.6,No,Yes,Local,6.09
Rivers,Sorghum,1.42,2105.9,23.6,5.62,Clay,47.9,Yes,No,Local,1.03
Plateau,Yam,0.5,1409.7,27.9,6.63,Sandy,64,No,No,Local,8.85
Delta,Cassava,0.65,2408.1,28.9,6.78,Clay,98.6,No,No,Improved,11.18
Kebbi,Rice,5,696.1,33.5,7.28,Loamy,160.9,No,No,Improved,3.2
Akwa Ibom,Sorghum,0.57,1911.8,24.4,5.88,Clay,0,No,No,Improved,1.08
Akwa Ibom,Maize,1.91,1946.5,25,7.03,Loamy,156.2,No,No,Local,2.18
Gombe,Sorghum,0.22,685.4,32.1,5.41,Clay,75.2,No,Yes,Local,0.47
Imo,Sorghum,0.47,2296.8,22.9,6.86,Sandy,44.7,Yes,No,Local,1.39
Kano,Cassava,1.01,639.3,30.3,6.13,Sandy,70.5,No,No,Improved,10
Oyo,Sorghum,0.64,2441.3,27.1,6.39,Clay,90.3,No,No,Improved,0.51
Imo,Rice,1.99,2046.7,25.2,6.35,Clay,107.8,No,No,Improved,4.08
Gombe,Rice,1.04,829.2,34.7,5.84,Loamy,143.7,No,No,Improved,3.79
Zamfara,Cassava,0.83,939.4,31.4,6.96,Clay,125.2,No,No,Improved,9.41
Adamawa,Cassava,6.9,1417.3,29.7,5.13,Loamy,82,No,Yes,Improved,12.38
Anambra,Maize,1,2468.5,24.3,6.2,Clay,97.1,Yes,No,Improved,2.4
Enugu,Cassava,2.2,2025.1,29.6,6.57,Loamy,122.5,No,Yes,Improved,10.76
Yobe,Cassava,0.2,329.9,29.1,4.86,Loamy,151.8,Yes,No,Local,6.87
Yobe,Yam,2.83,627.6,37.4,5.76,Loamy,105.3,No,No,Local,6.71
Jigawa,Rice,1.47,441.4,33.6,7.61,Clay,131.3,No,Yes,Local,2.53
Borno,Sorghum,11.82,343,32.8,5.38,Sandy,106.5,No,No,Improved,1.42
Kwara,Maize,7.63,1148.2,31.6,5.65,Clay,200.4,No,Yes,Local,2.04
